position,driver_number,date,session_key,meeting_key
9,3,2023-11-04T18:34:44.357000,9204,1224
10,81,2023-11-04T18:34:44.357000,9204,1224
14,14,2023-11-04T18:34:46.200000,9204,1224
13,27,2023-11-04T18:34:46.200000,9204,1224
10,10,2023-11-04T18:37:15.995000,9204,1224
11,81,2023-11-04T18:37:15.995000,9204,1224
11,10,2023-11-04T18:37:16.074000,9204,1224
10,81,2023-11-04T18:37:16.074000,9204,1224
4,11,2023-11-04T18:38:28.698000,9204,1224
5,44,2023-11-04T18:38:28.698000,9204,1224
13,14,2023-11-04T18:38:33.526000,9204,1224
14,27,2023-11-04T18:38:33.526000,9204,1224
2,4,2023-11-04T18:39:41.197000,9204,1224
3,63,2023-11-04T18:39:41.197000,9204,1224
12,14,2023-11-04T18:41:05.633000,9204,1224
13,20,2023-11-04T18:41:05.633000,9204,1224
15,27,2023-11-04T18:41:07.008000,9204,1224
14,31,2023-11-04T18:41:07.008000,9204,1224
15,18,2023-11-04T18:41:07.633000,9204,1224
16,27,2023-11-04T18:41:07.633000,9204,1224
17,23,2023-11-04T18:42:25.804000,9204,1224
18,77,2023-11-04T18:42:25.804000,9204,1224
14,20,2023-11-04T18:43:39.444000,9204,1224
13,31,2023-11-04T18:43:39.444000,9204,1224
14,18,2023-11-04T18:43:40.601000,9204,1224
15,20,2023-11-04T18:43:40.601000,9204,1224
16,23,2023-11-04T18:44:58.756000,9204,1224
17,27,2023-11-04T18:44:58.756000,9204,1224
3,11,2023-11-04T18:46:01.208000,9204,1224
4,63,2023-11-04T18:46:01.208000,9204,1224
16,20,2023-11-04T18:46:15.614000,9204,1224
15,23,2023-11-04T18:46:15.614000,9204,1224
13,18,2023-11-04T18:50:02.315000,9204,1224
14,31,2023-11-04T18:50:02.315000,9204,1224
10,3,2023-11-04T18:51:17.158000,9204,1224
9,81,2023-11-04T18:51:17.158000,9204,1224
12,10,2023-11-04T18:52:35.469000,9204,1224
11,14,2023-11-04T18:52:35.469000,9204,1224
17,20,2023-11-04T18:52:44.126000,9204,1224
16,27,2023-11-04T18:52:44.126000,9204,1224
13,10,2023-11-04T18:56:26.170000,9204,1224
12,18,2023-11-04T18:56:26.170000,9204,1224
5,16,2023-11-04T19:00:07.730000,9204,1224
6,44,2023-11-04T19:00:07.730000,9204,1224
6,22,2023-11-04T19:00:09.480000,9204,1224
7,44,2023-11-04T19:00:09.480000,9204,1224
9,3,2023-11-04T19:00:15.214000,9204,1224
10,81,2023-11-04T19:00:15.214000,9204,1224
16,20,2023-11-04T19:00:31.105000,9204,1224
17,27,2023-11-04T19:00:31.105000,9204,1224
17,24,2023-11-04T19:03:09.759000,9204,1224
18,27,2023-11-04T19:03:09.759000,9204,1224
19,77,2023-11-04T19:03:09.759000,9204,1224
1,1,2023-11-05T16:01:07.619000,9205,1224
19,2,2023-11-05T16:01:07.619000,9205,1224
17,3,2023-11-05T16:01:07.619000,9205,1224
6,4,2023-11-05T16:01:07.619000,9205,1224
15,10,2023-11-05T16:01:07.619000,9205,1224
9,11,2023-11-05T16:01:07.619000,9205,1224
4,14,2023-11-05T16:01:07.619000,9205,1224
2,16,2023-11-05T16:01:07.619000,9205,1224
3,18,2023-11-05T16:01:07.619000,9205,1224
12,20,2023-11-05T16:01:07.619000,9205,1224
16,22,2023-11-05T16:01:07.619000,9205,1224
13,23,2023-11-05T16:01:07.619000,9205,1224
20,24,2023-11-05T16:01:07.619000,9205,1224
11,27,2023-11-05T16:01:07.619000,9205,1224
14,31,2023-11-05T16:01:07.619000,9205,1224
5,44,2023-11-05T16:01:07.619000,9205,1224
7,55,2023-11-05T16:01:07.619000,9205,1224
8,63,2023-11-05T16:01:07.619000,9205,1224
18,77,2023-11-05T16:01:07.619000,9205,1224
10,81,2023-11-05T16:01:07.619000,9205,1224
2,4,2023-11-05T17:03:47.497000,9205,1224
5,14,2023-11-05T17:03:47.497000,9205,1224
3,16,2023-11-05T17:03:47.497000,9205,1224
4,18,2023-11-05T17:03:47.497000,9205,1224
6,44,2023-11-05T17:03:47.497000,9205,1224
6,14,2023-11-05T17:03:47.700000,9205,1224
4,16,2023-11-05T17:03:47.700000,9205,1224
5,18,2023-11-05T17:03:47.700000,9205,1224
3,44,2023-11-05T17:03:47.700000,9205,1224
4,14,2023-11-05T17:03:47.731000,9205,1224
5,16,2023-11-05T17:03:47.731000,9205,1224
6,18,2023-11-05T17:03:47.731000,9205,1224
6,16,2023-11-05T17:03:47.997000,9205,1224
5,18,2023-11-05T17:03:47.997000,9205,1224
7,16,2023-11-05T17:03:48.356000,9205,1224
8,55,2023-11-05T17:03:48.356000,9205,1224
6,63,2023-11-05T17:03:48.356000,9205,1224
7,11,2023-11-05T17:03:48.434000,9205,1224
8,16,2023-11-05T17:03:48.434000,9205,1224
9,55,2023-11-05T17:03:48.434000,9205,1224
9,16,2023-11-05T17:03:48.575000,9205,1224
8,55,2023-11-05T17:03:48.575000,9205,1224
10,16,2023-11-05T17:03:49.387000,9205,1224
13,20,2023-11-05T17:03:49.387000,9205,1224
14,23,2023-11-05T17:03:49.387000,9205,1224
12,27,2023-11-05T17:03:49.387000,9205,1224
9,31,2023-11-05T17:03:49.387000,9205,1224
11,81,2023-11-05T17:03:49.387000,9205,1224
11,16,2023-11-05T17:03:49.512000,9205,1224
10,81,2023-11-05T17:03:49.512000,9205,1224
16,10,2023-11-05T17:03:50.262000,9205,1224
12,16,2023-11-05T17:03:50.262000,9205,1224
14,20,2023-11-05T17:03:50.262000,9205,1224
11,22,2023-11-05T17:03:50.262000,9205,1224
15,23,2023-11-05T17:03:50.262000,9205,1224
13,27,2023-11-05T17:03:50.262000,9205,1224
12,10,2023-11-05T17:03:50.356000,9205,1224
13,16,2023-11-05T17:03:50.356000,9205,1224
15,20,2023-11-05T17:03:50.356000,9205,1224
16,23,2023-11-05T17:03:50.356000,9205,1224
14,27,2023-11-05T17:03:50.356000,9205,1224
18,3,2023-11-05T17:03:50.809000,9205,1224
14,16,2023-11-05T17:03:50.809000,9205,1224
16,20,2023-11-05T17:03:50.809000,9205,1224
17,23,2023-11-05T17:03:50.809000,9205,1224
15,27,2023-11-05T17:03:50.809000,9205,1224
13,77,2023-11-05T17:03:50.809000,9205,1224
20,2,2023-11-05T17:03:53.434000,9205,1224
19,3,2023-11-05T17:03:53.434000,9205,1224
15,16,2023-11-05T17:03:53.434000,9205,1224
17,20,2023-11-05T17:03:53.434000,9205,1224
18,23,2023-11-05T17:03:53.434000,9205,1224
14,24,2023-11-05T17:03:53.434000,9205,1224
16,27,2023-11-05T17:03:53.434000,9205,1224
15,2,2023-11-05T17:03:54.106000,9205,1224
20,3,2023-11-05T17:03:54.106000,9205,1224
16,16,2023-11-05T17:03:54.106000,9205,1224
18,20,2023-11-05T17:03:54.106000,9205,1224
19,23,2023-11-05T17:03:54.106000,9205,1224
17,27,2023-11-05T17:03:54.106000,9205,1224
16,3,2023-11-05T17:03:56.872000,9205,1224
17,16,2023-11-05T17:03:56.872000,9205,1224
19,20,2023-11-05T17:03:56.872000,9205,1224
20,23,2023-11-05T17:03:56.872000,9205,1224
18,27,2023-11-05T17:03:56.872000,9205,1224
18,16,2023-11-05T17:03:58.465000,9205,1224
17,27,2023-11-05T17:03:58.465000,9205,1224
10,22,2023-11-05T17:08:07.257000,9205,1224
11,81,2023-11-05T17:08:07.257000,9205,1224
11,10,2023-11-05T17:08:09.382000,9205,1224
12,81,2023-11-05T17:08:09.382000,9205,1224
12,77,2023-11-05T17:08:11.616000,9205,1224
13,81,2023-11-05T17:08:11.616000,9205,1224
13,24,2023-11-05T17:08:14.913000,9205,1224
14,81,2023-11-05T17:08:14.913000,9205,1224
14,2,2023-11-05T17:08:16.413000,9205,1224
15,81,2023-11-05T17:08:16.413000,9205,1224
17,3,2023-11-05T17:08:20.428000,9205,1224
15,27,2023-11-05T17:08:20.428000,9205,1224
16,81,2023-11-05T17:08:20.428000,9205,1224
3,14,2023-11-05T17:35:25.675000,9205,1224
4,44,2023-11-05T17:35:25.675000,9205,1224
6,18,2023-11-05T17:35:26.660000,9205,1224
5,63,2023-11-05T17:35:26.660000,9205,1224
6,11,2023-11-05T17:35:27.253000,9205,1224
7,18,2023-11-05T17:35:27.253000,9205,1224
9,10,2023-11-05T17:35:28.300000,9205,1224
11,22,2023-11-05T17:35:28.300000,9205,1224
10,31,2023-11-05T17:35:28.300000,9205,1224
15,2,2023-11-05T17:35:29.175000,9205,1224
14,24,2023-11-05T17:35:29.175000,9205,1224
12,27,2023-11-05T17:35:29.175000,9205,1224
13,77,2023-11-05T17:35:29.175000,9205,1224
13,27,2023-11-05T17:43:11.920000,9205,1224
12,77,2023-11-05T17:43:11.920000,9205,1224
16,3,2023-11-05T17:43:15.592000,9205,1224
17,81,2023-11-05T17:43:15.592000,9205,1224
10,22,2023-11-05T17:45:44.746000,9205,1224
11,31,2023-11-05T17:45:44.746000,9205,1224
11,22,2023-11-05T17:45:44.840000,9205,1224
10,31,2023-11-05T17:45:44.840000,9205,1224
10,22,2023-11-05T17:47:01.777000,9205,1224
11,31,2023-11-05T17:47:01.777000,9205,1224
13,24,2023-11-05T17:47:05.152000,9205,1224
14,27,2023-11-05T17:47:05.152000,9205,1224
14,2,2023-11-05T17:47:06.355000,9205,1224
15,27,2023-11-05T17:47:06.355000,9205,1224
5,11,2023-11-05T17:48:14.994000,9205,1224
6,63,2023-11-05T17:48:14.994000,9205,1224
12,31,2023-11-05T17:48:20.823000,9205,1224
11,77,2023-11-05T17:48:20.823000,9205,1224
12,24,2023-11-05T17:48:22.588000,9205,1224
13,31,2023-11-05T17:48:22.588000,9205,1224
13,2,2023-11-05T17:48:23.869000,9205,1224
14,31,2023-11-05T17:48:23.869000,9205,1224
12,2,2023-11-05T17:49:41.743000,9205,1224
13,24,2023-11-05T17:49:41.743000,9205,1224
14,27,2023-11-05T17:49:44.400000,9205,1224
15,31,2023-11-05T17:49:44.400000,9205,1224
11,22,2023-11-05T17:50:55.946000,9205,1224
10,77,2023-11-05T17:50:55.946000,9205,1224
14,24,2023-11-05T17:51:03.664000,9205,1224
13,27,2023-11-05T17:51:03.664000,9205,1224
15,24,2023-11-05T17:51:13.977000,9205,1224
14,31,2023-11-05T17:51:13.977000,9205,1224
4,11,2023-11-05T17:53:22.772000,9205,1224
5,44,2023-11-05T17:53:22.772000,9205,1224
6,44,2023-11-05T17:53:24.756000,9205,1224
5,63,2023-11-05T17:53:24.756000,9205,1224
6,18,2023-11-05T17:53:25.272000,9205,1224
7,44,2023-11-05T17:53:25.272000,9205,1224
8,44,2023-11-05T17:53:25.975000,9205,1224
7,55,2023-11-05T17:53:25.975000,9205,1224
8,10,2023-11-05T17:53:26.850000,9205,1224
9,44,2023-11-05T17:53:26.850000,9205,1224
10,22,2023-11-05T17:53:32.710000,9205,1224
11,77,2023-11-05T17:53:32.710000,9205,1224
13,2,2023-11-05T17:53:40.678000,9205,1224
12,27,2023-11-05T17:53:40.678000,9205,1224
14,2,2023-11-05T17:53:46.803000,9205,1224
13,31,2023-11-05T17:53:46.803000,9205,1224
15,2,2023-11-05T17:53:52.069000,9205,1224
14,24,2023-11-05T17:53:52.069000,9205,1224
5,18,2023-11-05T17:54:42.568000,9205,1224
6,63,2023-11-05T17:54:42.568000,9205,1224
6,55,2023-11-05T17:54:43.177000,9205,1224
7,63,2023-11-05T17:54:43.177000,9205,1224
7,10,2023-11-05T17:54:44.037000,9205,1224
8,63,2023-11-05T17:54:44.037000,9205,1224
9,22,2023-11-05T17:54:49.974000,9205,1224
10,44,2023-11-05T17:54:49.974000,9205,1224
10,27,2023-11-05T17:54:58.255000,9205,1224
11,44,2023-11-05T17:54:58.255000,9205,1224
12,77,2023-11-05T17:54:58.255000,9205,1224
12,31,2023-11-05T17:55:03.896000,9205,1224
13,77,2023-11-05T17:55:03.896000,9205,1224
5,11,2023-11-05T17:55:59.755000,9205,1224
4,18,2023-11-05T17:55:59.755000,9205,1224
6,11,2023-11-05T17:56:00.395000,9205,1224
5,55,2023-11-05T17:56:00.395000,9205,1224
8,22,2023-11-05T17:56:06.598000,9205,1224
9,63,2023-11-05T17:56:06.598000,9205,1224
9,27,2023-11-05T17:56:15.645000,9205,1224
10,63,2023-11-05T17:56:15.645000,9205,1224
10,44,2023-11-05T17:56:17.723000,9205,1224
11,63,2023-11-05T17:56:17.723000,9205,1224
6,10,2023-11-05T17:57:18.613000,9205,1224
7,11,2023-11-05T17:57:18.613000,9205,1224
8,11,2023-11-05T17:57:23.738000,9205,1224
7,22,2023-11-05T17:57:23.738000,9205,1224
9,11,2023-11-05T17:57:33.238000,9205,1224
10,27,2023-11-05T17:57:33.238000,9205,1224
8,44,2023-11-05T17:57:33.238000,9205,1224
11,27,2023-11-05T17:57:35.582000,9205,1224
10,63,2023-11-05T17:57:35.582000,9205,1224
5,18,2023-11-05T17:58:34.784000,9205,1224
4,55,2023-11-05T17:58:34.784000,9205,1224
5,10,2023-11-05T17:58:35.972000,9205,1224
6,18,2023-11-05T17:58:35.972000,9205,1224
12,27,2023-11-05T17:58:55.159000,9205,1224
11,31,2023-11-05T17:58:55.159000,9205,1224
13,27,2023-11-05T17:58:57.893000,9205,1224
12,77,2023-11-05T17:58:57.893000,9205,1224
13,2,2023-11-05T17:59:00.534000,9205,1224
15,24,2023-11-05T17:59:00.534000,9205,1224
14,27,2023-11-05T17:59:00.534000,9205,1224
14,24,2023-11-05T17:59:13.456000,9205,1224
15,27,2023-11-05T17:59:13.456000,9205,1224
7,18,2023-11-05T17:59:57.549000,9205,1224
6,22,2023-11-05T17:59:57.549000,9205,1224
7,11,2023-11-05T18:00:05.986000,9205,1224
8,18,2023-11-05T18:00:05.986000,9205,1224
9,44,2023-11-05T18:00:05.986000,9205,1224
9,18,2023-11-05T18:00:07.142000,9205,1224
8,44,2023-11-05T18:00:07.142000,9205,1224
10,18,2023-11-05T18:00:09.314000,9205,1224
9,63,2023-11-05T18:00:09.314000,9205,1224
15,24,2023-11-05T18:00:31.705000,9205,1224
14,27,2023-11-05T18:00:31.705000,9205,1224
15,3,2023-11-05T18:01:15.564000,9205,1224
16,24,2023-11-05T18:01:15.564000,9205,1224
17,24,2023-11-05T18:01:20.235000,9205,1224
16,81,2023-11-05T18:01:20.235000,9205,1224
9,18,2023-11-05T18:01:26.095000,9205,1224
10,63,2023-11-05T18:01:26.095000,9205,1224
4,14,2023-11-05T18:03:47.171000,9205,1224
3,55,2023-11-05T18:03:47.171000,9205,1224
8,18,2023-11-05T18:03:57.655000,9205,1224
9,44,2023-11-05T18:03:57.655000,9205,1224
3,14,2023-11-05T18:05:05.920000,9205,1224
4,55,2023-11-05T18:05:05.920000,9205,1224
6,10,2023-11-05T18:05:09.248000,9205,1224
4,11,2023-11-05T18:05:09.248000,9205,1224
7,22,2023-11-05T18:05:09.248000,9205,1224
5,55,2023-11-05T18:05:09.248000,9205,1224
7,10,2023-11-05T18:05:13.576000,9205,1224
5,18,2023-11-05T18:05:13.576000,9205,1224
8,22,2023-11-05T18:05:13.576000,9205,1224
6,55,2023-11-05T18:05:13.576000,9205,1224
8,10,2023-11-05T18:05:14.826000,9205,1224
9,22,2023-11-05T18:05:14.826000,9205,1224
6,44,2023-11-05T18:05:14.826000,9205,1224
7,55,2023-11-05T18:05:14.826000,9205,1224
9,10,2023-11-05T18:05:15.405000,9205,1224
10,22,2023-11-05T18:05:15.405000,9205,1224
8,55,2023-11-05T18:05:15.405000,9205,1224
7,63,2023-11-05T18:05:15.405000,9205,1224
10,10,2023-11-05T18:05:19.795000,9205,1224
11,22,2023-11-05T18:05:19.795000,9205,1224
8,31,2023-11-05T18:05:19.795000,9205,1224
9,55,2023-11-05T18:05:19.795000,9205,1224
11,10,2023-11-05T18:05:21.764000,9205,1224
12,22,2023-11-05T18:05:21.764000,9205,1224
10,77,2023-11-05T18:05:21.764000,9205,1224
11,2,2023-11-05T18:05:23.483000,9205,1224
12,10,2023-11-05T18:05:23.483000,9205,1224
13,22,2023-11-05T18:05:23.483000,9205,1224
9,31,2023-11-05T18:06:35.435000,9205,1224
8,55,2023-11-05T18:06:35.435000,9205,1224
12,2,2023-11-05T18:07:57.168000,9205,1224
11,10,2023-11-05T18:07:57.168000,9205,1224
10,31,2023-11-05T18:10:28.901000,9205,1224
9,77,2023-11-05T18:10:28.901000,9205,1224
10,10,2023-11-05T18:10:29.229000,9205,1224
11,31,2023-11-05T18:10:29.229000,9205,1224
11,2,2023-11-05T18:10:31.604000,9205,1224
12,31,2023-11-05T18:10:31.604000,9205,1224
9,10,2023-11-05T18:11:44.556000,9205,1224
10,77,2023-11-05T18:11:44.556000,9205,1224
12,22,2023-11-05T18:11:49.322000,9205,1224
13,31,2023-11-05T18:11:49.322000,9205,1224
13,27,2023-11-05T18:12:00.759000,9205,1224
14,31,2023-11-05T18:12:00.759000,9205,1224
7,55,2023-11-05T18:14:09.805000,9205,1224
8,63,2023-11-05T18:14:09.805000,9205,1224
12,2,2023-11-05T18:14:21.492000,9205,1224
11,22,2023-11-05T18:14:21.492000,9205,1224
10,22,2023-11-05T18:16:53.334000,9205,1224
11,77,2023-11-05T18:16:53.334000,9205,1224
7,44,2023-11-05T18:17:57.240000,9205,1224
6,55,2023-11-05T18:17:57.240000,9205,1224
14,27,2023-11-05T18:19:40.316000,9205,1224
13,31,2023-11-05T18:19:40.316000,9205,1224
11,2,2023-11-05T18:20:49.363000,9205,1224
12,77,2023-11-05T18:20:49.363000,9205,1224
12,31,2023-11-05T18:22:11.971000,9205,1224
13,77,2023-11-05T18:22:11.971000,9205,1224
13,27,2023-11-05T18:22:18.002000,9205,1224
14,77,2023-11-05T18:22:18.002000,9205,1224
14,3,2023-11-05T18:23:13.986000,9205,1224
15,77,2023-11-05T18:23:13.986000,9205,1224
16,77,2023-11-05T18:23:17.564000,9205,1224
15,81,2023-11-05T18:23:17.564000,9205,1224
8,10,2023-11-05T18:25:41.328000,9205,1224
9,63,2023-11-05T18:25:41.328000,9205,1224
12,2,2023-11-05T18:27:16.233000,9205,1224
11,31,2023-11-05T18:27:16.233000,9205,1224
9,22,2023-11-05T18:28:17.717000,9205,1224
10,63,2023-11-05T18:28:17.717000,9205,1224
13,2,2023-11-05T18:28:42.982000,9205,1224
12,27,2023-11-05T18:28:42.982000,9205,1224
9,10,2023-11-05T18:29:33.966000,9205,1224
8,22,2023-11-05T18:29:33.966000,9205,1224
10,31,2023-11-05T18:29:48.841000,9205,1224
11,63,2023-11-05T18:29:48.841000,9205,1224
5,11,2023-11-05T18:30:34.481000,9205,1224
4,18,2023-11-05T18:30:34.481000,9205,1224
6,11,2023-11-05T18:30:39.215000,9205,1224
5,55,2023-11-05T18:30:39.215000,9205,1224
7,11,2023-11-05T18:30:50.278000,9205,1224
6,22,2023-11-05T18:30:50.278000,9205,1224
8,44,2023-11-05T18:30:50.278000,9205,1224
10,10,2023-11-05T18:31:05.184000,9205,1224
8,31,2023-11-05T18:31:05.184000,9205,1224
9,44,2023-11-05T18:31:05.184000,9205,1224
12,2,2023-11-05T18:31:26.699000,9205,1224
13,27,2023-11-05T18:31:26.699000,9205,1224
4,14,2023-11-05T18:31:50.667000,9205,1224
3,18,2023-11-05T18:31:50.667000,9205,1224
5,14,2023-11-05T18:31:55.542000,9205,1224
4,55,2023-11-05T18:31:55.542000,9205,1224
6,11,2023-11-05T18:32:05.558000,9205,1224
7,22,2023-11-05T18:32:05.558000,9205,1224
9,31,2023-11-05T18:32:21.136000,9205,1224
8,44,2023-11-05T18:32:21.136000,9205,1224
9,10,2023-11-05T18:32:22.308000,9205,1224
10,31,2023-11-05T18:32:22.308000,9205,1224
8,10,2023-11-05T18:34:51.915000,9205,1224
9,44,2023-11-05T18:34:51.915000,9205,1224
4,14,2023-11-05T18:37:04.367000,9205,1224
5,55,2023-11-05T18:37:04.367000,9205,1224
5,11,2023-11-05T18:37:05.414000,9205,1224
6,55,2023-11-05T18:37:05.414000,9205,1224
6,22,2023-11-05T18:37:11.976000,9205,1224
7,55,2023-11-05T18:37:11.976000,9205,1224
11,31,2023-11-05T18:37:32.320000,9205,1224
10,63,2023-11-05T18:37:32.320000,9205,1224
11,2,2023-11-05T18:37:46.179000,9205,1224
12,31,2023-11-05T18:37:46.179000,9205,1224
3,14,2023-11-05T18:38:19.163000,9205,1224
4,18,2023-11-05T18:38:19.163000,9205,1224
4,11,2023-11-05T18:38:20.179000,9205,1224
5,18,2023-11-05T18:38:20.179000,9205,1224
6,18,2023-11-05T18:38:28.022000,9205,1224
5,22,2023-11-05T18:38:28.022000,9205,1224
12,2,2023-11-05T18:40:16.677000,9205,1224
11,31,2023-11-05T18:40:16.677000,9205,1224
5,18,2023-11-05T18:41:02.630000,9205,1224
6,22,2023-11-05T18:41:02.630000,9205,1224
7,22,2023-11-05T18:42:20.754000,9205,1224
6,55,2023-11-05T18:42:20.754000,9205,1224
7,10,2023-11-05T18:42:22.832000,9205,1224
8,22,2023-11-05T18:42:22.832000,9205,1224
9,22,2023-11-05T18:42:25.473000,9205,1224
8,44,2023-11-05T18:42:25.473000,9205,1224
10,22,2023-11-05T18:42:32.879000,9205,1224
9,63,2023-11-05T18:42:32.879000,9205,1224
2,1,2023-11-05T18:42:44.301000,9205,1224
1,4,2023-11-05T18:42:44.301000,9205,1224
9,22,2023-11-05T18:43:53.784000,9205,1224
10,63,2023-11-05T18:43:53.784000,9205,1224
10,31,2023-11-05T18:44:01.722000,9205,1224
11,63,2023-11-05T18:44:01.722000,9205,1224
11,2,2023-11-05T18:44:07.159000,9205,1224
12,63,2023-11-05T18:44:07.159000,9205,1224
12,27,2023-11-05T18:45:37.533000,9205,1224
13,63,2023-11-05T18:45:37.533000,9205,1224
13,3,2023-11-05T18:46:24.610000,9205,1224
14,63,2023-11-05T18:46:24.610000,9205,1224
15,63,2023-11-05T18:46:33.001000,9205,1224
14,81,2023-11-05T18:46:33.001000,9205,1224
1,1,2023-11-05T18:46:38.298000,9205,1224
2,4,2023-11-05T18:46:38.298000,9205,1224
3,11,2023-11-05T18:59:30.289000,9205,1224
4,14,2023-11-05T18:59:30.289000,9205,1224
4,11,2023-11-05T19:00:46.163000,9205,1224
3,14,2023-11-05T19:00:46.163000,9205,1224
1,1,2023-11-17T04:15:04.677000,9182,1225
2,2,2023-11-17T04:15:04.677000,9182,1225
3,3,2023-11-17T04:15:04.677000,9182,1225
4,4,2023-11-17T04:15:04.677000,9182,1225
5,10,2023-11-17T04:15:04.677000,9182,1225
6,11,2023-11-17T04:15:04.677000,9182,1225
7,14,2023-11-17T04:15:04.677000,9182,1225
8,16,2023-11-17T04:15:04.677000,9182,1225
9,18,2023-11-17T04:15:04.677000,9182,1225
10,20,2023-11-17T04:15:04.677000,9182,1225
11,22,2023-11-17T04:15:04.677000,9182,1225
12,23,2023-11-17T04:15:04.677000,9182,1225
13,24,2023-11-17T04:15:04.677000,9182,1225
14,27,2023-11-17T04:15:04.677000,9182,1225
15,31,2023-11-17T04:15:04.677000,9182,1225
16,44,2023-11-17T04:15:04.677000,9182,1225
17,55,2023-11-17T04:15:04.677000,9182,1225
18,63,2023-11-17T04:15:04.677000,9182,1225
19,77,2023-11-17T04:15:04.677000,9182,1225
20,81,2023-11-17T04:15:04.677000,9182,1225
2,1,2023-11-17T04:30:04.020000,9182,1225
3,2,2023-11-17T04:30:04.020000,9182,1225
4,3,2023-11-17T04:30:04.020000,9182,1225
5,4,2023-11-17T04:30:04.020000,9182,1225
6,10,2023-11-17T04:30:04.020000,9182,1225
7,11,2023-11-17T04:30:04.020000,9182,1225
8,14,2023-11-17T04:30:04.020000,9182,1225
9,16,2023-11-17T04:30:04.020000,9182,1225
1,18,2023-11-17T04:30:04.020000,9182,1225
3,1,2023-11-17T04:30:07.895000,9182,1225
4,2,2023-11-17T04:30:07.895000,9182,1225
5,3,2023-11-17T04:30:07.895000,9182,1225
6,4,2023-11-17T04:30:07.895000,9182,1225
7,10,2023-11-17T04:30:07.895000,9182,1225
8,11,2023-11-17T04:30:07.895000,9182,1225
9,14,2023-11-17T04:30:07.895000,9182,1225
10,16,2023-11-17T04:30:07.895000,9182,1225
11,20,2023-11-17T04:30:07.895000,9182,1225
12,22,2023-11-17T04:30:07.895000,9182,1225
13,23,2023-11-17T04:30:07.895000,9182,1225
14,24,2023-11-17T04:30:07.895000,9182,1225
15,27,2023-11-17T04:30:07.895000,9182,1225
16,31,2023-11-17T04:30:07.895000,9182,1225
17,44,2023-11-17T04:30:07.895000,9182,1225
18,55,2023-11-17T04:30:07.895000,9182,1225
19,63,2023-11-17T04:30:07.895000,9182,1225
2,77,2023-11-17T04:30:07.895000,9182,1225
4,1,2023-11-17T04:30:14.723000,9182,1225
5,2,2023-11-17T04:30:14.723000,9182,1225
6,3,2023-11-17T04:30:14.723000,9182,1225
7,4,2023-11-17T04:30:14.723000,9182,1225
8,10,2023-11-17T04:30:14.723000,9182,1225
9,11,2023-11-17T04:30:14.723000,9182,1225
10,14,2023-11-17T04:30:14.723000,9182,1225
11,16,2023-11-17T04:30:14.723000,9182,1225
12,20,2023-11-17T04:30:14.723000,9182,1225
13,22,2023-11-17T04:30:14.723000,9182,1225
14,23,2023-11-17T04:30:14.723000,9182,1225
3,24,2023-11-17T04:30:14.723000,9182,1225
5,1,2023-11-17T04:30:22.129000,9182,1225
6,2,2023-11-17T04:30:22.129000,9182,1225
7,3,2023-11-17T04:30:22.129000,9182,1225
8,4,2023-11-17T04:30:22.129000,9182,1225
4,10,2023-11-17T04:30:22.129000,9182,1225
6,1,2023-11-17T04:30:25.504000,9182,1225
7,2,2023-11-17T04:30:25.504000,9182,1225
8,3,2023-11-17T04:30:25.504000,9182,1225
9,4,2023-11-17T04:30:25.504000,9182,1225
10,11,2023-11-17T04:30:25.504000,9182,1225
11,14,2023-11-17T04:30:25.504000,9182,1225
12,16,2023-11-17T04:30:25.504000,9182,1225
13,20,2023-11-17T04:30:25.504000,9182,1225
14,22,2023-11-17T04:30:25.504000,9182,1225
15,23,2023-11-17T04:30:25.504000,9182,1225
16,27,2023-11-17T04:30:25.504000,9182,1225
5,31,2023-11-17T04:30:25.504000,9182,1225
7,1,2023-11-17T04:30:36.379000,9182,1225
8,2,2023-11-17T04:30:36.379000,9182,1225
9,3,2023-11-17T04:30:36.379000,9182,1225
10,4,2023-11-17T04:30:36.379000,9182,1225
11,11,2023-11-17T04:30:36.379000,9182,1225
12,14,2023-11-17T04:30:36.379000,9182,1225
13,16,2023-11-17T04:30:36.379000,9182,1225
14,20,2023-11-17T04:30:36.379000,9182,1225
15,22,2023-11-17T04:30:36.379000,9182,1225
16,23,2023-11-17T04:30:36.379000,9182,1225
17,27,2023-11-17T04:30:36.379000,9182,1225
18,44,2023-11-17T04:30:36.379000,9182,1225
19,55,2023-11-17T04:30:36.379000,9182,1225
20,63,2023-11-17T04:30:36.379000,9182,1225
6,81,2023-11-17T04:30:36.379000,9182,1225
8,1,2023-11-17T04:30:44.691000,9182,1225
9,2,2023-11-17T04:30:44.691000,9182,1225
10,3,2023-11-17T04:30:44.691000,9182,1225
7,4,2023-11-17T04:30:44.691000,9182,1225
9,1,2023-11-17T04:30:58.847000,9182,1225
10,2,2023-11-17T04:30:58.847000,9182,1225
11,3,2023-11-17T04:30:58.847000,9182,1225
12,11,2023-11-17T04:30:58.847000,9182,1225
13,14,2023-11-17T04:30:58.847000,9182,1225
14,16,2023-11-17T04:30:58.847000,9182,1225
15,20,2023-11-17T04:30:58.847000,9182,1225
16,22,2023-11-17T04:30:58.847000,9182,1225
17,23,2023-11-17T04:30:58.847000,9182,1225
18,27,2023-11-17T04:30:58.847000,9182,1225
19,44,2023-11-17T04:30:58.847000,9182,1225
8,55,2023-11-17T04:30:58.847000,9182,1225
